idx,title,question,answer,url
10,"강아지 귀에 검정색이 묻어나와요
한쪽 귀만 이러는데 이게 무슨 증상인가요?",,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진으로 판단하면 외이염일 가능성이 높습니다.
일반적으로 외이염은 세균이나 곰팡이, 진드기와 같은 외부기생충 감염으로 인해
발생합니다.
방치하게 되면 진행될 수 있으니
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=442577662
"
11,강아지 치아 병명,"제가 해외 파견 때문에 강아지를 지인에게 맡겨두었다가 오늘 돌려받았거든요. 그런데 입에서 구취가 나고 치아 상태가 매우 안좋아보이네요ㅠㅠ 잇몸도 많이 부어있고 검은 치아들은 다 곧 빠질 것처럼 흔들려요 ㅠ

사진으로 보시기에는 정확한 병명은 무엇일까요...? 치료비용은 얼마나 나올까요...","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진으로 판단하기에는 치은염 및 치주염으로 보입니다.
현재 상황에서 무엇보다 중요한 것은 치석제거입니다.
치석이 존재하는 상황에서 내과적인 처치나 양치의 효과는 제한적이고
기대하기 어렵습니다.
치석은 구강뿐 아니라 심장을 비롯해 간, 신장, 췌장과 같은 실질장기에도
영향을 미쳐 기능을 떨어뜨려 건강을 더욱 악화시킵니다.
신속히 병원에서 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=442426398
"
12,"새끼 강아지 인데, 뭔가 배에 볼록 튀어나왔어요. 누르면 물컹 거려요 ㅜㅜㅜㅜㅜ내공 많이 드려요 ㅠㅠㅠㅠ",,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
제대 탈장이라고 하며 배꼽 부위에 발생한 탈장으로
제륜(배꼽륜, umbilical ring)을 통해 복강 내에 있는 장기나 복막의 일부가
배꼽의 피부층을 밀고 볼록하게 나온 것입니다.
크기가 작거나 변화가 없다면 미관상을 제외하고 건강에는 크게 문제가 없지만
환부의 크기가 커지거나 딱딱하고 색깔이 변했다면
상황이 더 악화되기 전에 신속한 외과적 교정이 필요합니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=442393966
"
13,"강아지 발에 이런게 생겼는데
혹인가요?? 만져도 아파하지는 않아요
무엇일까요??",,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 피부종양일 가능성이 높고
세포 및 조직검사가 필요해 보입니다.
방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=442271027
"
14,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=442187285
"
15,강아지 이빨,2022.9.3일생 강아지를 3.18일 토요일에 입양했는데요 어제..? 엊그저께..? 부터 개껌도 주고 딱딱한 간식들만 주기 시작했는데 어제 껌에 고기 말린 개껌보다 덜 딱딱한 간식을 줬는데 울타리 밖에 그 간식이 튀어나온것 같은거에요.. 그래서 주워서 버렸는데 오늘 생각해보니까 그게 너무 딱딱한 거에요.. 그래서 혹시 이빨인가..? 하고있던 찰나 또 울타리 밖에 뭔가 있어서 주으니 이빨이였고 그걸 줍고 한 몇시간 뒤에 아무것도 없는 노즈워크 판?? 에 흰색 물체를 가지고 놀길래 봤는데 또 이빨인거에요.. 그러니까 어제는 이가 하나 빠지고 오늘은 두개가 빠진 셈인건데요.. 이렇게 갑작스럽게 많이 빠지는게 맞나요?? 입을 안벌려서 몇개가 빠진건지 모르구 이번주에 병원가기로 해서 아직 이빨 몇개가 더 빠져야 하는지 그런것도 몰라요.. 설마 영구치 빠진건 아니겠죠..? 그리고 요즘들어 입이 가려운지 장난감으로도 엄청 자주 놉니다. 이렇게 갑자기 이틀에 걸쳐 3개가 빠지는게 맞나요..?ㅠㅠㅠㅠㅠ 어제 빠진 이빨은 버렸고 이 두개는 오늘 빠진겁니다ㅠㅠㅠ 정상이에요..?ㅠㅠㅠㅠ,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
연령 및 사진으로 유추하면 어금니 유치가 탈락된 것으로 판단되니 
너무 걱정하지 않으셔도 될 것 같습니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=442110265
"
16,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=442018014
"
17,강아지 복통 호소,"거의 2살되는 5kg정도 미니비숑인데요.
아침에 일어나서 보니 애가 힘이 없어보였고 밥을 주고 배를 만지니까 소리를 지르면서 피하더라고요(밥주기전에도 그랬던 것 같아요). 지금도 집에 들어가서 누워만 있는데 어떤 증상인가요?ㅠㅠ","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
상황으로 판단하면 무엇보다 급성췌장염 위험성을 고려해야 합니다.
췌장염은 기름진 음식이나 사람음식, 이물질, 스트레스, 원인불명 등의 원인으로
발생합니다.
구토나 설사, 식욕부진을 동반한다면
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441866336
"
18,왕관앵무새가 오래못살거같아요,"수컷에게 공격을당한거같은데
날다가도 벽에부딪히고 걸어가다가도 넘어지려하고 손에 올려놨는데 발을 피지않고 구부린상태로
있더라구요...어떻게해야될까요?","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
앵무새는 특성상 외부 스트레스에 매우 민감하게 반응하고 연약한 동물입니다.
그리고 야생성이 남아 본능적으로 자신의 질병을 숨겨 초기에 진단하기 어렵습니다.
조그만한 상처나 출혈로 인해 생명까지 위협받고 진행 속도 또한 상당히 빠릅니다.
식욕부진을 비롯하여 기력소실, 침울, 기면, 털 부풀림 등의 증상이 나타난다면
신속히 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441772643
"
19,강아지 피해수액 관련 질문입니다.,"아래 두개의 사진의  수액은 제조사만 다르고 같은 제품이라고 볼 수 있는건가가요?
답변 꼭 부탁드립니다. 감사합니다.","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
같은 제품이 맞습니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441731380
"
20,강아지 목덜미에 피지? 같은게 났어요! 금방 없어질까요? 병원을 가야할까요? ㅠㅠㅠ,,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
상황으로 유추하면 표피낭종일 가능성이 높습니다.
방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다.
더 늦기 전에 외과적 처치가 필요해 보입니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441704452
"
21,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441687343
"
22,11살 강아지가 미용 후 갑자기 이상해요,"11살 말티즈 소형견입니다

저번주에 털이 길어서 항상 맡기는 미용실에 맡긴 후 3시간 후 데리고 왔는데요, 당일 털 밀기 전만 해도 평소와 다르지 않게 얌전했던 강아지였습니다.

털을 민 후 갑자기 불안증세를 보이며 한치도 사람과 떨어져있길 싫어합니다. 갑자기 집안을 혼자 바쁘게 걸어다니고요, 원래는 안하던 행동들을 합니다.. 

팔베개를 해주면 턱을 잘 괴고 누웠었는데 지금은 이불 속으로 들어가서 눕지도 않고 앉아서 버티고 있고..
털 밀기 전과 비교해서 몇시간 사이에 아예 다른 성격의 강아지가 된 느낌입니다..

혹시 털이 갑자기 없어져서 스트레스로 인해 이러는 걸까요? 아니면 미용실에서 학대를 당했으면 이럴 수 있나요? 전자라면 털이 자라거나 시간이 지나면 다시 차분해지고 나아질까요?? 
걱정입니다 도와주세요..","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
전형적인 미용 후 스트레스증후군으로 보입니다.
식욕저하, 기력소실, 침울, 몸을 떠는 증상을 동반하기도 합니다.
개체에 따라 몇 주간 증상이 지속되는 경우도 있습니다.
일반적으로 시간이 지나면 자연스레 회복되니 너무 걱정하지 않으셔도 될 것 같습니다.
다만 상황이 개선되지 않고 악화된다면 병원에서 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441644470
"
23,저희 개 다리에 사마귀같이 튀어난 반점이 있는데요,"이게 뭔진 모르지만 아파하지도 않고 나이들몀ㄴ 생긴거겠거니 하고 놔뒀는데 최근 며칠간 주위가 부어올라 부피가 커졌더라구요 .. 내가 손으로 쥐니까 이젠 아파하구요. 당연히 병원은 가봐야겠지만 일단 이게 
무슨 증상인지 알수 있을지 사진상으로 판단이 가능할까요? 
한번 올려봅니다..","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 흑색종을 비롯한 피부종양일 가능성이 높고
세포검사 및 조직검사가 필요해 보입니다.
방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441627299
"
24,강아지 잇몸에 이게 뭔가요ㅠㅠ? 점점 커져요..,,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
개체에 따라 멜라닌세포에 의한 색소침착이 존재하는 경우도 있습니다.
결막을 비롯해 구강의 치은, 피부에도 나타날 수 있습니다.
정상적인 소견이니 너무 걱정하지 않으셔도 될 것 같습니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441460800
"
25,11개월 말티푸 기침,"몇개월전부터 자꾸 이런소리를 내요 하루에 1-2번 많으면 5번정도씩이요 왜 이러는걸까요

재생
0
00:00
00:00","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
강아지 기침의 원인은 너무나 다양합니다.
이물을 비롯해 식도상처, 전염성 기관지염, 폐렴, 기관협착, 곰팡이 감염증
등의 원인으로 발생할 수 있습니다.
상황이 지속된다면
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441357774
"
26,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441290051
"
27,"강아지 입안에 뭔가가 났어요 ㅠㅠ
물집같은게 났고, 아파하진 않고 , 물렁딱딱한 정도에요
혹시 병원으로 가봐야하나요?",,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진으로 유추하면 구강 유두종일 가능성이 높습니다.
그리고 유두종은 일반적으로 면역력 저하와 밀접한 관련이 있습니다.
조직검사 및 내.외과적 처치가 필요해 보입니다.
방치하게 되면 크기가 커지고 갯수가 늘어나 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441331134
"
28,고양이 이빨이 빠졌어요,"저희영희씨가 저를 물다가 이빨이빠졌는데 이게유치인지 뭔지모르겠네요ㅠㅠ
생후 8~9개월이에요","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
연령 및 사진으로 유추하면 송곳니 유치로 판단되니 
너무 걱정하지 않으셔도 될 것 같습니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441268223
"
29,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441131210
"
30,7개월 강아지 입 천장 색깔이 까만색이에요 어렸을때는 핑크빛을 띄었는데 지금 7개월차 접어드는데 엄청 까맣게 변했어요 혹시 문제있는건가요? 혈관,"7개월 강아지 입 천장 색깔이 까만색이에요

어렸을때는 핑크빛을 띄었는데
지금 7개월차 접어드는데 엄청 까맣게 변했어요 혹시 문제있는건가요?
혈관이 검게 보이는건 아닌것 같고 얼룩덜룩 한것같아서 걱정이에요 ㅜㅜ

ㅔ
맨아래는 어렸을때사진이고 까맣지않았어요..","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
개체에 따라 멜라닌세포에 의한 색소침착이 존재하는 경우도 있습니다.
결막을 비롯해 구강의 치은, 피부에도 나타날 수 있습니다.
정상적인 소견이니 너무 걱정하지 않으셔도 될 것 같습니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441039608
"
31,강아지 목에 이거 뭔가요?,목쪽에 뭐가 났는데 뭐죠,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 유두종을 비롯한 피부종양일 가능성이 높고
외과적 처치 및 조직검사가 필요해 보입니다.
방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=441000108
"
32,"강아지 몸에 첫 번째 사진처럼 보이는 뾰루지인지 혹인듯한 것이 하나 있었는데 며칠 지나서 오늘보니까 2,3번째 사진처럼 변했는데 이거 왜 이러는","강아지 몸에 첫 번째 사진처럼 보이는 뾰루지인지 혹인듯한 것이 하나 있었는데 며칠 지나서 오늘보니까 2,3번째 사진처럼 변했는데 이거 왜 이러는걸까요?","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
상황으로 유추하면 표피낭종일 가능성이 높습니다.
방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440894068
"
33,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440885413
"
34,저희집 기니피그 오줌색이 이상해요 보기에는 갈색같기도 하고 붉은색 같기도 해요ㅠㅠ 아이는 1마리 키우고 밥도 잘먹고 집에서 나오면 엄청 활발해요,"저희집 기니피그 오줌색이 이상해요
보기에는 갈색같기도 하고 붉은색 같기도 해요ㅠㅠ
아이는 1마리 키우고 밥도 잘먹고 집에서 나오면 엄청 활발해요

혹시 혈뇨가 맞으면 병원을 데려가야하나요?

병원은 일반동물병원을 못가나요??

특수병원으로 가야하나요??","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
기니피그의 경우 혈뇨는 비뇨기계 염증이나 자궁축농증과 같은 원인으로 발생합니다.
상황이 지속된다면 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440861356
"
35,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440803037
"
36,"저희집 고양이 목에 저렇게 동그란게 났는데, 뭘까요?ㅠㅠ",,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 유두종을 비롯한 피부종양일 가능성이 높고
외과적 처치 및 조직검사가 필요해 보입니다.
방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440755481
"
37,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440719100
"
38,5살 암컷 진돗개가 생리 끝난뒤에 노란색 점액질이 계속나와요 끈적끈적하고 노란색입니다 다른증상들은 없는것같아요 혹시 의심가는 병이라도 그리고 이,"5살 암컷 진돗개가 생리 끝난뒤에 노란색 점액질이 계속나와요 끈적끈적하고 노란색입니다 다른증상들은 없는것같아요 혹시 의심가는 병이라도
그리고 이나이에도 중성화수술을 해야하는지요?
만약자궁축농증이아니라도
중성화를하는게 더이로운가요?","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
일반적으로 자궁축농증은 다음, 다뇨, 구토, 식욕부진, 복부팽만, 생식기를 통한 농 배출 등의
증상을 나타냅니다.
그러나 개체나 질병의 진행상황에 따라 많은 차이가 있을 수 있습니다.
정확한 것은 병원에서 초음파로 진단해야 합니다.
자궁축농증은 내과적인 처치는 제한적이고 외과적 제거만이 유일한 방법입니다.
그리고 자궁축농증이 아닐 경우라도 
조금 늦은감이 있지만 지금이라도 중성화수술을 시키시길 추천드립니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440690567
"
39,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440642265
"
40,"강아지 뒷다리에 혹이 났습니다
원래 피부가 안좋아서 자주 핥아요
뒷다리쪽은 유독 핥아서 털도 듬성듬성 나있습니다
혹시 이런것때문에 혹이 난건지 아니면 사마귀인지
병원마다 다르게 말씀하셔서 ..",,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 피부 종양일 가능성이 높고
외과적 처치 및 조직검사가 필요해 보입니다.
방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440556781
"
41,@Exception_alert@,,,"https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440372463
"
