idx,title,question,answer,url
10,저희 강아지가 슬개골 탈구 3기 이상이래요 강아지종은 푸들이고 몸무게는 2.8kg정도예요 혹시 치료비는 얼마고 어디 병원이 좋을까요? 수술하기,저희 강아지가 슬개골 탈구 3기 이상이래요 강아지종은 푸들이고 몸무게는 2.8kg정도예요 혹시 치료비는 얼마고 어디 병원이 좋을까요? 수술하기 전까지 하면 안되는 행동이나 주의할 점은 뭐가 있을까요 수술 하고 나서 주의 할 점은 뭐가 있나요자세하게 답변부탁드려요ㅜ,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
무릎골탈구 단계는 촉진을 비롯한 신체검사와 방사선 검사의 종합적인 분석이 필요합니다.
무릎골탈구의 경우 정도에 따라 1기~4기로 구분합니다.
일반적으로 1기와 2기는 겉으로 확인하기에는 어렵고 
3기는 수술을 추천 드립니다.
무릎골탈구는 진행함에 따라 파행증상이 심해지고 자세이상과 퇴행성 관절염을 동반합니다.
하루 30분이상 꾸준한 산책과 체중조절로 관절을 보호하고
과격한 운동과 점프와 같은 행동은 피하고 조심해야 합니다.
관절보조제 급여를 통한 관절 영양분 공급으로 최대한 진행을 차단하는 게 최선의 방법입니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440372463
"
11,강아지 눈 한쪽이 심하게 부어있고 아이가 그쪽 눈을 잘 못떠요 눈 속을 들여다보니 엄청 빨갛구요 무슨 문제일까요?,"강아지 눈 한쪽이 심하게 부어있고 아이가 그쪽 눈을 잘 못떠요
눈 속을 들여다보니 엄청 빨갛구요
무슨 문제일까요?","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 치근단농양 가능성이 있습니다.
방치하게 되면 진행되고 반복되어 상황은 더욱 악화될 수 있습니다.
결막염을 비롯한 각막염, 각막궤양과 같은 안질환도 완전히 배제하기 어려운 상황입니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440173533
"
12,고양이 중성화 수술,"안녕하세요 집사입니다 오늘 5~7개월 된 고양이를 중성화
시켰는데 아직 어려서 그런지 깔대기가 조여도 조여도
계속 자기가 벗더라고요ㅠㅠ 이건 둘째치고 수술한 부위
핥아도 되는건가여? 계속 핥으면 몸건강이 나삐지나요?
빨리 알려쥬새요","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
수술 후 넥칼라는 술부를 보호하기 위한 도구입니다.
수술부위를 핥게 되면 염증 및 봉합부위가 벌어질 수 있습니다.
가급적 넥칼라는 착용을 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440042792
"
13,강아지가 핫초코 가루를 먹었어요,스위스미스라는 핫초코 가루를 먹었는데 구토 3번하고 쌩쌩히 돌아다니긴 하는데 시골이라 주변 24시 병원이 없어서요.. 병원가면 구토 유발제를 준다 하는데 이미 구토를 했는데 어떻게 해야 할까요 제발 알려주세요..,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
강아지에게 초콜릿은 심장박동증가, 불안, 발작 등의 증상이 나타날 수 있고
심할 경우엔 생명까지도 위협합니다.
어린 강아지는 소량의 초콜릿 섭취만으로도
초콜릿 중독에 걸릴 위험이 높습니다.
초콜릿에 함유된 테오브로민과 카페인 성분으로 문제가 발생합니다.
테오브로민은 카페인보다 강한 흥분작용으로 심혈관계 문제와 심박상승 등
심각할 경우 심장마비로 이어질 수 있는 위험한 성분입니다.
그리고 카페인의 경우 중추신경계를 자극해서 과잉행동장애를 발생시키고
혈압을 높이며 구토나 설사와 같은 위장관 장애를 유발할 수 있습니다.
개체에 따라 발현시간이 다르기 때문에 잘 관찰해서 증상이 나타난다면
신속히 병원에서 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=440048125
"
14,첫째 강아지가 둘째 응아를 먹어요.. 응아하면 바로 냄새맡다가 먹더라고요.. 둘째가 응아한걸 바로 봤을때 첫째가 응아쪽으로 다가가면 소리지르지않,"첫째 강아지가 둘째 응아를 먹어요..
응아하면 바로 냄새맡다가 먹더라고요..
둘째가 응아한걸 바로 봤을때 첫째가 응아쪽으로 다가가면 소리지르지않고 치울게~ 하고 바로 치워주는데
못볼때는 이미 먹어서 놀라서 안돼!이렇게되더라고요.. 유산균도 먹이는데 왜 이럴까요","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
강아지 식분증의 원인은 너무나 다양합니다.
일반적으로 스트레스를 비롯해, 부적절한 사료, 무료함, 배고픔과 같은 원인으로 발생합니다.
가급적 습관화되기 전에 행동교정이 무엇보다 중요합니다.
우선적으로 급여하고 있는 사료를 다른 사료로 갑작스레 교체하고 
스트레스 해소를 위해 산책을 권해드립니다.
그리고 파인애플에 함유된 브로맬린은 식분증 교정에 도움이 될 수 있습니다.
분변은 곧 바로 수거하여 접촉기회를 사전에 차단해야 합니다.
그러나 야단이나 체벌을 도움이 되지 않고 오히려 분변에 대한 집착행동을 자극하여
강박증상으로 발전할 수 있습니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=439918668
"
15,저 앵무새가 문에 끼였는데..처음에 일어나질 못하고 지금은 일어났는데 목 부분이 살짝 부은것 같아요 ㅠㅠ 어떻해야 하나요..?,,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
상황만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
앵무새는 특성상 외부 스트레스에 매우 민감하게 반응하고 연약한 동물입니다.
현재 문 끼임 사고로 추측되며 심각한 합병증 및 후유증이 나타날 수도 있습니다.
식욕부진을 비롯하여 기력소실, 침울, 기면, 털 부풀림 등의 증상이 동반된다면
신속히 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=439793961
"
16,고양이가 기침?을 해요. 왜 그런지 아시는 분 ㅠㅠ,"반년넘게 항상 보는 길고양인데 기침같은걸 해요
뭔가 불편해 보이는데 왜 그런지 아시는 분 있나요??

고양이가 기침?을 해요. 왜 그런지 아시는 분 ㅠㅠ
Play
28
00:00
00:16","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
상황만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
고양이 기침은 천식을 비롯해 기관지염, 폐렴과 같은 원인으로 발생합니다.
허피스나 칼리시바이러스 감염 및 클라미디아 질환도 완전히 배제하기 어려운 상황입니다.
가능하다면
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=439640849
"
17,우리 집 강아지,제 강아지가요... abc초콜릿을 삼켰는데 병원에 가봐야 될까여...?,"녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
강아지에게 초콜릿은 심장박동증가, 불안, 발작 등의 증상이 나타날 수 있고
심할 경우엔 생명까지도 위협합니다.
어린 강아지는 소량의 초콜릿 섭취만으로도
초콜릿 중독에 걸릴 위험이 높습니다.
초콜릿에 함유된 테오브로민과 카페인 성분으로 문제가 발생합니다.
테오브로민은 카페인보다 강한 흥분작용으로 심혈관계 문제와 심박상승 등
심각할 경우 심장마비로 이어질 수 있는 위험한 성분입니다.
그리고 카페인의 경우 중추신경계를 자극해서 과잉행동장애를 발생시키고
혈압을 높이며 구토나 설사와 같은 위장관 장애를 유발할 수 있습니다.
개체에 따라 발현시간이 다르기 때문에 잘 관찰해서 증상이 나타난다면
신속히 병원에서 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=439582452
"
18,한 3일전부터 배변을 이런식으로 하네요 무슨문제일까요 아이가 막 특별히 아픈데는 없구요 잘 걷고 잘 뛰어다니고 잘 노는데 배변만 저렇게 보네요,"한 3일전부터 배변을 이런식으로 하네요 무슨문제일까요 아이가 막 특별히 아픈데는 없구요 잘 걷고 잘 뛰어다니고 잘 노는데 배변만 저렇게 보네요
3년된 말티즈이구요 병원을가야할까요 아니면 치료할방법이 있을까요….? ㅠㅠ 제발 알려주세요 도와주세요..","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
강아지 점액변의 원인은 너무나 다양합니다.
일반적으로 세균감염, 기생충감염, 체질에 맞지 않는 사료나 간식, 흡수불량 등의
원인으로 발생할 수 있습니다.
상황이 지속된다면
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=439489093
"
19,강아지 한쪽 귀 안이 빨갛습니다.,얼마 전에 확인을 하니까 한쪽 귀가 다른 쪽 귀에 비해 빨간 것 같더라고요. 염증이 생긴 건가요? 그렇다면 정확한 이름은 무엇이고 원인은 무엇인가요? 강아지가 병원에서 진료를 받을 때 굉장히 심각하게 거부를 하며 날뛰어서 컨트롤하기가 힘들어요. 그래서 병원에 데려가기 전에 아픈 게 맞는지부터 알고 싶어서 질문하게 되었습니다. 혹시 병원을 데려가지 않고도 치료할 수 있는 방법이 있나요? 없다면 주말에 데려가도 안 늦을까요? 그리고 어떻게 예방을 할 수 있나요? 선생님의 정확한 판단을 위해 아래에 사진도 첨부해놓았어요. 감사합니다.,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진으로 판단하면 외이염일 가능성이 높습니다.
일반적으로 외이염은 세균이나 곰팡이, 진드기와 같은 외부기생충 감염, 아토피나 
알러지로 인해 발생합니다.
방치하게 되면 진행되어 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=439386302
"
20,"4-5개월 된 고양이 입니다.
암 수 구분이 안되어 질문드립니다.",,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진으로 판단하기에는 암컷으로 보입니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=439264816
"
21,비숑여자 발 습집이요~,"비숑여자 세살이에요
몇달전에 발 습진이랑 귀알러지로 치료한적이
있었는데 다 났었거든요
명절에 지방갔다 신발을 신키고 산책을 몇번했는데 그뒤로 발을 빨더라고요
신발때문인지 발을 안닦아줘서 그런지
다시 습진이 생긴거같아 병원가서 주사맞고
일주일치 약을 먹었는데 넥카라를 빼주면 또
발사탕을 하더라고요
그래서 넥카라를 못빼고 있는데
그냥 내비둬야하는지 또 병원을 가바야될까요?
병원한번 갈때마다 5만원 이상씩 나와서
부담되거든요 병원가면 무조건 주사와 약은
기본이니까요 다른방법은 없을까요???","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
상황으로 판단하기에는 지간피부염일 가능성이 높습니다.
발에 지간염과 같은 피부염이 발생하게 되면
소양감으로 인해 발을 핥아 변색되고 염증이 진행되어 상황은 더욱 악화되는
악순환이 계속 이어집니다.
일반적으로 지간피부염은 세균, 곰팡이, 모낭충 및 아토피, 알러지 등의 원인으로 발생합니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=439208840
"
22,강아지 질문,"어제 강아지가 닭뼈를 먹은거 같은데
오늘 강아지가 숨을 헐떡이고 
배 한쪽만 부풀다고 해야하나 한쪽만 튀어나와 있습니다.
아픈지 한쪽으로만 누우려고 합니다.
병원에 대리고 가야 할까요?","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
닭뼈는 다른 뼈와 달리 날카로워 위나 장을 자극하여 염증이나 천공을 유발할 수 있습니다.
신속히 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=439102151
"
23,고양이 토,퇴근하고 왔는데 고양이가 똥인지 토인지 굳어있어서 냄새로만 봤을때는 사료 토인거 같은데 병원가봐야 할까요? 아주 가끔 헤어볼토는 했는데..,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
고양이 구토의 원인은 너무나 다양합니다.
이물을 비롯해 간질환, 신장질환, 췌장염, 위장염, 체질에 맞지 않는 
사료나 간식, 과도한 스트레스, 헤어볼 등의 원인으로 발생할 수 있습니다.
구토가 지속된다면
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=438912280
"
24,강아지 팔꿈치에 사마귀처럼 난거 봐주세요,"이번에 미용하고 보니 강아지 팔꿈치와 꼬리쪽에 이런게 나있었는데요
사마귀처럼 피부 위로 나있습니다

큰 병인가요? 병원가면 쉽게 뗄 수 있는 건가요?
15살 노견입니다,, 나이가 많아 큰 병은 아닌지 너무 걱정되네요
수의사 선생님들 계시면 답변 부탁드려요ㅠ_ㅠ","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
사진으로 유추하면 유두종을 비롯한 피부종양일 가능성이 높고
외과적 처치 및 조직검사가 필요해 보입니다.
방치하게 되면 크기가 커지고 염증을 동반하여 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=438881120
"
25,강아지가 귀를파고 귀판 발을 핥아요,"그리고 머리를 흔들어요. 귀를팔때도 뭔가에 겁먹은거처럼 허겁지겁 파요.
아마 귀청소를 안한지오래되서 귀에 병이생긴게아닐가 싶은데 대부분의 강아지 귓병은 귀청소만으로 나을수 있나요? 미용거부가심해서 못하고있었는데 이번에 어떻게든 해야되겠죠?..","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
상황으로 판단하면 외이염일 가능성이 높습니다.
일반적으로 외이염은 세균이나 곰팡이, 진드기와 같은 외부기생충 감염으로 인해
발생합니다.
방치하게 되면 진행되어 상황은 더욱 악화될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=438540314
"
26,우연히 고양이 눈을 뒤집어 보니까 흰자쪽에 저런 반점(?)이 있는데 어디 아픈걸까요? 언제부터 있었는지 모르겠어요ㅠㅠ 주말에 병원가려고 하는데,우연히 고양이 눈을 뒤집어 보니까 흰자쪽에 저런 반점(?)이 있는데 어디 아픈걸까요? 언제부터 있었는지 모르겠어요ㅠㅠ 주말에 병원가려고 하는데 너무 걱정돼서 질문 드려요,"안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
개체에 따라 멜라닌세포에 의한 색소침착이 존재하는 경우도 있습니다.
결막을 비롯해 구강의 치은, 피부에도 나타날 수 있습니다.
정상적인 소견이니 너무 걱정하지 않으셔도 됩니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=438402697
"
27,고양이 구토,"6개월 정도 된 고양이가 어제 구토를 하고 오늘 아침에도 구토를 했는데요..
그냥 지켜봐도 되는 걸까요?? 병원 가는걸 싫어해서 무작정 데려가기가 좀 그래서요 ㅠㅠ

집에 캠이 없어서 자동급식기에 남은 사료를 보고 추정한 시간입니다.
첫번째 두번째 사진 > 어제(1/31) 12시~ 16시쯤 추정
세번째 사진 > 어제(1/31) 20시쯤 추정

퇴근 후 21시쯤 돌아왔을 때는 잘 놀고 건식 사료도 잘 먹었습니다.
잘 뛰어 놀길래 괜찮은 줄 알았는데 오늘(2/1) 아침 7시쯤 일어나서 세번째 사진과 비슷한 토를 했고
얼마 지나지 않아 사료도 먹고 잘 놀았어요 ㅠㅠ

토를 해서 사료를 주면 안된다는건 알지만 배고파 하는게 또 맘이 아파서 줘버렸네요 ㅠㅠ
일때문에 바로 출근 해야해서 하루종일 지켜보지 못하는 상태입니다.

그래도 어제 오늘 컨디션은 좋아보였는데 스트레스 떄문일까요??.. 참고로 설연휴와 휴가를 본가에서 보내느라 데리고 내려갔다가 1/30일에 데리고 올라왔습니다. 스트레스 때문에 일시적인거였으면 좋겠네요 ㅠㅠ










 ","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
고양이 구토의 원인은 너무나 다양합니다.
이물을 비롯해 간질환, 신장질환, 췌장염, 위장염, 체질에 맞지 않는 
사료나 간식, 과도한 스트레스, 헤어볼 등의 원인으로 발생할 수 있습니다.
구토가 지속된다면
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=438363265
"
28,앵무새 창문에 부딪혔는데,"뉴기니아를 키우고있는데 어제 앵무새카페에서 창문에 부딪혀서 처음엔 괜찮았는데 오늘 보니까 한쪽눈만 눈을 조금 감겨있고 밥을 못먹고있고 게다가 말도 잘 못하고 있어요
병원가려고 하는데 괜찮은걸까요..?
잘걷긴걷는데 뇌진탕은 아니겠죠?
일단 설탕물은 먹여줬어요","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
앵무새는 특성상 외부 스트레스에 매우 민감하게 반응하고 연약한 동물입니다.
그리고 야생성이 남아 본능적으로 자신의 질병을 숨겨 초기에 진단하기 어렵습니다.
조그만한 상처나 출혈로 인해 생명까지 위협받고 진행 속도 또한 상당히 빠릅니다.
현재 상황은 충격에 의한 후유증일 가능성이 높아 보입니다.
식욕부진을 비롯하여 기력소실, 침울, 기면, 털 부풀림 등의 증상이 나타난다면
신속히 병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=438185456
"
29,강아지 피부병 좀 봐주세요ㅠㅠ,"12살경 2키로의 작은 강아지
검은 반점(손가락 두 마디정도), 탈모, 각질

피부병인 것 같은데 세균성일까요 곰팡이성일까요??
약용샴푸나 연고나 소독약도 추천 부탁드려요ㅠㅠ...","안녕하세요.
지식iN 동물의료상담 수의사 새은평동물의료센터장 버드나무 이상철입니다.
사진만으로 판단하기에는 제한적이고 어려운 부분이 있습니다.
강아지 피부염은 세균성, 곰팡이성, 기생충성, 알러지 및 아토피성으로 크게 구분하고
정확한 것은 검사를 통해 파악할 수 있습니다.
일반적으로 피부염은 초기치료가 상당히 중요합니다.
방치하게 되면 진행되어 상황은 더욱 악화되고 
특히 곰팡이성 피부염은 사람에게도 전염될 수 있습니다.
병원에서 정확한 진단과 적절한 처치 받아보시길 권해드립니다.","https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=438060476
"
